ID,Code,Title,Official Link,ISO Number,Has Real Std,Detected Std,Issue Type,Severity,Detail
2847,A-PHY-003,Disguised as Common Object,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Disguised as Common Object"""
2202,A107,Asset protection trust,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Asset protection trust"""
2345,A123,PDPA,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""PDPA"""
2483,A152,Incident Disclosure Policy,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Incident Disclosure Policy"""
2486,A155,Security Contact,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Security Contact"""
2489,A158,Coverage Amount Disclosed,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Coverage Amount Disclosed"""
2586,A159,Claims Process Documented,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Claims Process Documented"""
2589,A162,Team Transparency,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Team Transparency"""
2592,A165,Audit Reports Public,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Audit Reports Public"""
2596,A169,Failover Testing,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Failover Testing"""
1939,A31,Geographic distribution,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Geographic distribution"""
1944,A36,Jurisdictional diversity,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Jurisdictional diversity"""
1970,A62,Innocuous packaging,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Innocuous packaging"""
1978,A70,No IP logging,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""No IP logging"""
3027,E-ISO-25010,ISO 25010 Software Quality,https://www.iso.org/standard/35733.html,35733,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
3026,E-ISO-9241,ISO 9241 Human-System Interaction,https://www.iso.org/standard/63909.html,63909,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
2405,E157,ISO 9241-210,https://www.iso.org/,,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
2406,E158,ISO 9241-11,https://www.iso.org/,,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
2104,E43,Weight <50g,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Weight <50g"""
2129,E68,Price <200€,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Price <200€"""
2131,E70,No recurring fees,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""No recurring fees"""
3135,F-COLD,Cold Storage Ratio,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Cold Storage Ratio"""
3180,F-CUST-SLA,Custody SLA Guarantee,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Custody SLA Guarantee"""
2871,F-ISO-001,ISO 27001 Information Security Policy,https://www.iso.org/standard/27001,27001,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
2872,F-ISO-002,ISO 27001 Asset Management,https://www.iso.org/standard/27001,27001,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
2873,F-ISO-003,ISO 27001 Change Management,https://www.iso.org/standard/27001,27001,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
2874,F-ISO-004,ISO 27001 Incident Response Plan,https://www.iso.org/standard/27001,27001,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
2996,F-ISO-27001,ISO 27001 ISMS,https://www.iso.org/standard/27001,27001,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
2997,F-ISO-27017,ISO 27017 Cloud Security,https://www.iso.org/standard/43757.html,43757,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
3000,F-ISO-27035,ISO 27035 Incident Management,https://www.nist.gov/cyberframework,,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
3000,F-ISO-27035,ISO 27035 Incident Management,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2998,F-ISO-27701,ISO 27701 Privacy,https://www.iso.org/standard/71670.html,71670,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
3001,F-ISO-29147,ISO 29147 Vuln Disclosure,https://www.nist.gov/cyberframework,,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
3001,F-ISO-29147,ISO 29147 Vuln Disclosure,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2994,F-NIST-CSF2,NIST CSF 2.0,https://www.nist.gov/cyberframework,,False,,FAKE_STANDARD_CLAIM,HIGH,Internal criterion claims to be official standard
3134,F-SEGREG,Fund Segregation,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Fund Segregation"""
2889,F-SOC2-003,SOC 2 Change Management,https://www.iso.org/standard/27001.html,27001,True,Service Organization Control,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""SOC 2 Change Management"""
3292,F-WALLET-SUPPORT,Wallet Customer Support,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Wallet Customer Support"""
2433,F141,SLA 99.9%,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""SLA 99.9%"""
2435,F143,Failover,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Failover"""
2495,F151,Security Monitoring 24/7,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Security Monitoring 24/7"""
2496,F152,Automated Alerts,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Automated Alerts"""
2501,F157,Geographic Redundancy,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Geographic Redundancy"""
2621,F162,Health Dashboard,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Health Dashboard"""
2622,F163,Uptime Monitoring,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Uptime Monitoring"""
2624,F165,Error Tracking,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Error Tracking"""
2635,F176,Changelog Maintained,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Changelog Maintained"""
2643,F184,SLA 99.99%,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""SLA 99.99%"""
2644,F185,Multi-Region Deployment,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Multi-Region Deployment"""
2735,F200,Uptime ≥99.9%,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Uptime ≥99.9%"""
2737,F202,Professional security audit,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Professional security audit"""
2034,F51,Data retention >25yr,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Data retention >25yr"""
2061,F78,Hermetic seals,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Hermetic seals"""
3150,S-CEX-COLD,CEX Cold Storage Ratio,https://www.iso.org/standard/27001.html,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""CEX Cold Storage Ratio"""
3120,S-SC-ORACLE,Oracle Manipulation Protection,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Oracle Manipulation Protection"""
2467,S194,Tamper Detection,https://www.iso.org/standard/27001,27001,False,,GENERIC_PLACEHOLDER,HIGH,"Using ISO 27001 as generic placeholder for ""Tamper Detection"""
2982,A-AMD-SEV,AMD SEV-SNP,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-193.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3156,A-CEX-2FA,CEX 2FA Mandatory,https://pages.nist.gov/800-63-3/sp800-63b.html,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3177,A-CUST-GEOCONT,Custody Geographic Controls,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2979,A-FIDO2,FIDO2/WebAuthn/CTAP2,https://pages.nist.gov/800-63-3/sp800-63b.html,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2989,A-GCP-CVM,GCP Confidential VM,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-190.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2981,A-INTEL-SGX,Intel SGX/TDX,https://csrc.nist.gov/publications/detail/sp/800-193/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2852,A-OPS-004,IP Whitelisting,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53-rev-5,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2856,A-OPS-008,OPSEC Documentation Provided,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53-rev-5,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2841,A-PNC-003,Remote Wipe Support,https://pages.nist.gov/800-63-3/sp800-63b.html,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2858,A-SOC-002,Shamir Secret Sharing,https://www.nist.gov/privacy-framework/nist-sp-800-34,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2986,A-STM-ST33,STMicro ST33,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1914,A06,Silent alert,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1916,A08,Believable decoy balance,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1918,A10,Graduated response,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53-rev-5,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2200,A105,Encrypted cloud backup,https://csrc.nist.gov/publications/detail/sp/800-53/rev-5/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2203,A108,Plausible deniability docs,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2204,A109,Travel advisory integration,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2205,A110,Regulatory compliance alerts,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2339,A117,CPRA,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2344,A122,Privacy Act 1988,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53-rev-5,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2349,A128,PIR,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2352,A131,Geographic Kill Switch,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2354,A133,Panic Wipe,https://csrc.nist.gov/publications/detail/sp/800-88/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2422,A140,VPN Support,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2477,A146,Private Mempool,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2482,A151,Incident Response Plan,https://csrc.nist.gov/publications/detail/sp/800-61/rev-2/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2484,A153,Post-Mortem Reports,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2588,A161,Proof of Reserves,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2591,A164,Regular Updates,https://csrc.nist.gov/publications/detail/sp/800-72/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2594,A167,Data Backup Strategy,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1925,A17,No metadata leakage,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2597,A170,Recovery Time Objective,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2598,A171,Progressive Reveal,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2615,A188,Proof of Funds,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1934,A26,24h withdrawal delay,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1935,A27,7d large tx delay,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1947,A39,Dead man's switch,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1952,A44,Proof-of-life mechanism,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1957,A49,Remote wipe,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-123.pdf,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1958,A50,Quick physical destroy,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1961,A53,Cryptographic erase,https://csrc.nist.gov/publications/detail/sp/800-88/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1962,A54,Verification of wipe,https://csrc.nist.gov/publications/detail/sp/800-88/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1963,A55,Failsafe destruction,https://csrc.nist.gov/projects/cryptographic-module-validation-program/cryptographic-module-validati,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1965,A57,Discreet design,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1966,A58,Common object disguise,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1967,A59,No crypto branding,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1968,A60,Pocketable size,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1969,A61,No LED/sound reveal,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1971,A63,Neutral device name,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1976,A68,No telemetry,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1977,A69,VPN compatible,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
1980,A72,No KYC required,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2174,A79,Ring signatures,https://csrc.nist.gov/publications/detail/sp/800-56c/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2182,A87,Mixnet support,https://csrc.nist.gov/publications/detail/sp/800-208/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2187,A92,EXIF removal,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2191,A96,Traffic analysis resistance,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2193,A98,Screen capture block,https://pages.nist.gov/800-63-3/,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2291,E128,Security alerts,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53-rev-5,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2526,E192,Security Alerts,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3007,F-CODE4RENA,Code4rena/Sherlock Audits,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3020,F-DORA,DORA (EU),https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3006,F-IMMUNEFI,Immunefi Bug Bounty,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3129,F-INCIDENT,Incident Response Plan,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3022,F-MAS,MAS (Singapore),https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2995,F-SEC-CFTC,SEC/CFTC Oversight,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3015,F-SIGSTORE,Sigstore/Cosign,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
3008,F-SPEARBIT,Trail of Bits/Spearbit,https://www.nist.gov/cyberframework,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2228,F101,Shock recorder,https://csrc.nist.gov/projects/risk-management/guidance/sp-800-53-rev-5,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2230,F103,Carbon fiber,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2234,F107,Graphene coating,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2235,F108,DLC coating,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2236,F109,Aerogel insulation,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2372,F126,Inconel 718,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2373,F128,Tungsten Carbide,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2374,F129,Ceramic Matrix Composite,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2375,F130,Carbon Fiber Reinforced,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2426,F134,Unit Testing,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2427,F135,Integration Testing,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2428,F136,Fuzz Testing,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2429,F137,Regression Testing,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2430,F138,Code Coverage >80%,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2436,F144,Backup & Recovery,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2437,F145,Reproducible Firmware,https://csrc.nist.gov/projects/cryptographic-module-validation-program/standards,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2493,F149,Responsible Disclosure,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2494,F150,Incident Response Plan,https://csrc.nist.gov/publications/detail/sp/800-61/rev-2/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2497,F153,Post-Mortem Process,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2499,F155,RTO < 4h,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
2500,F156,RPO < 1h,https://csrc.nist.gov/publications/detail/sp/800-34/rev-1/final,,False,,DOMAIN_MISMATCH,LOW,Link is NIST but title doesn't mention NIST
